,601119000
National Park Foundation,1501000
Molinaro for New York,1490000
TZ Insurance Solutions,1489000
"Beachside Media, Inc.",1488000
HowStuffWorks,1481000
St. Martin's Press,1480000
Air Evac Lifeteam,1480000
Hayes For Maine,1472000
The Poor People's Campaign: A National Call for Moral Revival,1469000
SAGE,1464000
Kialo,1457000
Eastern Bank,1457000
DC Statesman,1457000
POET.,1453000
the Democratic Party of Illinois,1452000
The Committee to Elect Greg Henning,1448000
the Florida Democratic Party. Not authorized by any candidate or candidate's committee.,1447000
For Our Future (ForOurFuturePAC.org). Not authorized by any candidate or candidate’s committee.,1443000
the Democratic Party of Georgia. Approved by Stacey Abrams for Governor.,1442000
James Thompson for Kansas,1441000
Californians for Consumer Privacy. Committee major funding by  Alastair Mactaggart.,1438000
Prophecy News Watch,1436000
No on Measure G: Stop the Oil and Gas Shutdown,1436000
"Forward Majority Action 527 FL PAC, PO Box 15293, Washington, DC 20003, independently of any candidate. This advertisement was not approved by any candidate.",1435000
Cole Harris for LT. Governor 2018,1435000
Adam Schiff for Congress,1434000
Remember Mississippi PAC,1433000
Kathy Manning for Congress,1433000
Greg Steube Congressional Committee,1433000
"Stand for Alaska Vote No on 1, 200 West 34th Avenue, PMB 1219, Anchorage, AK 99503. Marleanna Hall, chair, Aaron Schutt, Jaeleen Kookesh, Joey Merrick and Sarah Lefebvre, co-chairs, approved this message. Top contributors are Teck Alaska, Anchorage, Alaska, ConocoPhillips Alaska, Anchorage, Alaska, and Kinross Fort Knox, Fairbanks, Alaska",1430000
Marsy’s Law for North Carolina LLC,1430000
SEIU Florida State Council,1428000
Senate Majority Fund,1427000
Rodney for Congress,1425000
Andrew Janz for Congress,1424000
 Strong Public Schools Nevada,1418000
Growth Energy.,1417000
"Paid for by Educators Supporting Tony Thurmond For Superintendent Of Public Instruction 2018, Sponsored by Teachers and School Employee Organizations.   Committee major funding from California Teachers Association, California Federation of Teachers, and SEIU California State Council.   Not authorized by a candidate or a committee controlled by a candidate.",1416000
Trauner for the People of Wyoming,1411000
Adam Schiff for Congress ,1410000
Right Wing News ,1409000
International Brotherhood of Teamsters,1406000
Protect the House,1405000
"Integrity NJ, PO Box 34, Manalapan, NJ 07726 Not authorized by any candidate or candidate’s committee.",1401000
Defending Donald,1400000
Stand for Children Leadership Center,1399000
PETA,1396000
"the Minnesota Democratic-Farmer-Labor Party, 255 E. Plato Blvd., St. Paul, MN 55107. Not authorized by any candidate or candidate’s committee.",1394000
Wounded Warrior Project,1393000
Supporting American Values,1392000
Faso for Congress,1389000
French Hill for Arkansas,1388000
Bloomberg Philanthropies,1388000
ACCE Action,1387000
Harry for CT,1384000
The Explore Offshore Coalition,1382000
CHELE FARLEY FOR SENATE INC,1379000
Unite America Inc.,1376000
Paul Moya For Congress,1370000
Kelda for Governor,1370000
UnidosUS,1362000
United Nations Foundation,1361000
Capital Research Center,1360000
California 2020,1360000
Alianza for Progress,1360000
Whitehouse for Senate,1358000
Environmental Voter Project,1358000
Nelson for Texas,1355000
Friends of Chris McDaniel,1353000
State Policy Network,1350000
"Stand for Alaska Vote No on 1, Anchorage, AK 99503. Marleanna Hall, chair, Aaron Schutt, Jaeleen Kookesh, Joey Merrick, and Sarah Lefebvre, co-chairs, approved this message. Top contributors are Donlin Gold Alaska, Anchorage, Alaska, ConocoPhillips Alaska, Anchorage, Alaska, and BP Alaska, Anchorage, Alaska",1350000
Indiana State Senate,1350000
"Adam Putnam, Republican, for Governor",1348000
Farm Credit Council,1346000
"Oklahomans for Lamb, 2018",1342000
Seeker,1340000
Republican Senate Campaign Committee,1340000
the National Women's Law Center,1335000
Foundation for Economic Education,1334000
"Working Assets Funding Service, Inc. on behalf of itself and its affiliate, Credo Mobile, Inc.",1333000
City of New York ,1333000
 Josh Hawley For Senate,1333000
NAACP Legal Defense Fund,1332000
NYS Laborers' LECET,1331000
AMERICAN CONSERVATIVE UNION,1329000
World Animal Protection,1328000
Andrew Learned for Congress,1328000
Chris Elliot for State Senate,1326000
DaVita Inc,1320000
Foster Friess for Governor,1318000
Proud American Hunter,1317000
Knock The Vote,1315000
"Marsy’s Law for Maine, L.L.C., 128 State Street #3, Augusta, ME 04330",1312000
Kaine for Virginia,1312000
Seventh Generation,1310000
"LCV Victory Fund, 740 15th St NW, Washington, DC 20005. Not authorized by any candidate or candidate's committee.",1307000
State Innovation Exchange,1306000
DEROSE FOR CLERK,1305000
Austin Petersen for US Senate,1305000
Future in America,1300000
Job Creators Network,1299000
"DCCC, 430 S. Capitol Street, S.E. Washington, D.C. 20003. Not authorized by any candidate or candidate's committee.",1293000
AIDS Healthcare Foundation,1291000
the Illinois Education Association,1290000
Blair for Montgomery,1290000
Hurd for Congress,1288000
350,1286000
Nevada Counties Solar Program,1283000
MARIA ELVIRA SALAZAR FOR CONGRESS,1280000
The American Gun Association ,1279000
"John Ward for Congress, Inc.",1275000
Sponsored By The Florida Republican Senatorial Campaign Committee,1270000
Marylanders for Craig Wolf,1268000
Josh Gottheimer for Congress,1265000
"Zya, Inc. ",1261000
Palzewicz For Wisconsin,1259000
The Leadership Conference on Civil and Human Rights ,1257000
Teflon Film LLC,1257000
Mike Kelly for Congress,1257000
Sony Pictures Classics,1256000
Fair Courts Now,1256000
Southern Poverty Law Center,1247000
American Possibilities PAC,1247000
ACLU of Northern California,1247000
Paid for by Duffy for Wisconsin,1246000
"Goods Unite Us, Inc.",1239000
and Authorized by the Katko for Congress Committee,1238000
American Civil Liberties Union,1237000
Missouri Secretary of State,1236000
Friends of John Barrasso,1234000
Texas Public Policy Foundation ,1233000
SEIU on behalf of Dream Defenders,1233000
Faith in Minnesota,1232000
Missouri Organizing and Voter Engagement Collaborative,1227000
Michael Musa-Obregón,1223000
"SMP, www.SenateMajority.com, and not authorized by any candidate or candidate’s committee.",1222000
Digital Product Showcase,1222000
Ohio Safe & Healthy Communities Campaign,1220000
Arizona Secretary of State,1220000
Becerra for Attorney General 2018,1218000
Angie Craig for Congress,1218000
Nick Josefowitz for Supervisor 2018,1216000
Healthy Nevada PAC,1216000
State Employees Association of North Carolina,1210000
Brian McClendon for Kansas Committee,1209000
Brut,1207000
Association of American Railroads,1207000
Right Call Media,1206000
Gallego for Arizona,1205000
Discover Charters,1204000
#VoteTogether,1202000
truth,1200000
Majority Forward. Not authorized by any candidate or candidate’s committee.,1200000
BP,1200000
Alving Garcia,1200000
Coalition for Future Mobility,1196000
Warrior 12,1194000
March For Our Lives,1194000
The Dude's Designs,1192000
"Citizens for Brian Frosh, Jerry Gross, Treasurer.",1191000
Nuclear Energy Institute,1188000
Florida Forward PAC,1188000
Facts and Logic about the Middle East (FLAME),1185000
the City of New York,1183000
Susie Lee for Congress,1183000
Better Colorado Now IEC. Not paid for or authorized by any candidate or candidate committee,1181000
CARE Action Now. Not authorized by any candidate or candidate’s committee.,1180000
Galeotos for Governor,1179000
the League of Women Voters,1175000
American Energy Alliance,1175000
"regulated funds by Moving Michigan Forward Fund II, 106 West Allegan, Suite 200, Lansing, MI 48933. Not authorized by any candidate or candidate’s committee.",1171000
James Patterson,1171000
Baker for Assembly 2018,1161000
the National Wildlife Federation,1160000
" Michigan Chamber PAC III with regulated funds. Not authorized by any candidate committee. 600 S. Walnut, Lansing, MI 48933 ",1160000
Floridians for a Fair Democracy,1159000
Right Rising Media LLC,1157000
California Republican Party,1154000
Unite Colorado Election Fund,1150000
UnidosUS Action Fund,1150000
"Justice San Diego supporting Genévieve Jones-Wright for District Attorney 2018, sponsored by Alliance San Diego Mobilization Fund. Committee major funding from: Quinn Delaney",1149000
Betsy Rader for Congress,1145000
Science for Humans and Freedom Institute,1139000
Bird + Stone ,1136000
Your Trump Shop,1130000
Pat Harris for US Senate,1130000
Porter for Congress,1127000
Commoners for Mike McCabe,1126000
Jason Lewis for Congress Inc.,1125000
"Yes on 8 - Californians for Kidney Dialysis Patient Protection, Sponsored by Service Employees International Union – United Healthcare Workers West. Committee major funding from Service Employees International Union – United Healthcare Workers West. California State Council of Service Employees",1124000
Kelli Butler for Arizona. Authorized by Kelli Butler.,1121000
End Citizens United Nonfederal. Not authorized by any candidate or candidate’s agent or committee.,1120000
Committee to Elect Rob Davidson,1119000
High Ground Action Fund.,1118000
Texas Association of Health Plans,1117000
Avaaz,1117000
"Mark for Comptroller | J. Kenneth Nowell, Treasurer | Authorized by Mark Greenberg",1116000
"Janet Cruz, Democrat, for State Senate, District 18",1116000
Brian Fitzpatrick for Congress,1115000
World Mercury Project,1114000
Ryan Hampton,1112000
Equity Forward,1112000
Cathy McMorris Rodgers for US Congress,1111000
Newsmax,1110000
Nevada Conservation League Political Action Committee.,1107000
the Physicians Committee for Responsible Medicine,1106000
National Wildlife Federation Action Fund,1106000
Mike Johnston for Governor,1106000
"Bill Yanger for County Court Judge, Hillsborough, Group 5.",1103000
Committee to Elect Richard Ojeda,1102000
Tennesseans for Student Success. Not authorized by any candidate or candidate’s committee.,1101000
"Marsy's Law for South Dakota LLC. 101 N. Main Street #321, Sioux Falls, SD 57104",1101000
Planned Parenthood,1100000
Our Schools Now,1098000
McConnell Senate Committee,1094000
"Krish for Maryland, Teresa Guzman Treasurer",1092000
Greater Half,1090000
"Planned Parenthood Action Fund, 123 William St, NY NY 10038. Not authorized by any candidate or candidate's committee.",1087000
"Everglades Trust, established in 1994",1081000
"Political advertisement, paid for and approved by Joe Gruters, Republican for Florida State Senate, District 23",1080000
Ted Yoho for Congress,1078000
Ted Howze for Congress,1078000
Military Tees,1078000
Tom Malinowski for Congress,1073000
ReThink Energy New Jersey ,1072000
"Working Michigan PAC with regulated funds, 419 Washington Sq. S, Suite 200, Lansing, MI 48933. Not authorized by any candidate or candidate committee.",1071000
A Stronger Michigan. Authorized by Gretchen Whitmer.,1069000
VoteVets Action Fund,1067000
Tea Party Patriots,1067000
Protect The Harvest,1066000
GOP Gifts,1066000
Live Nation Concerts,1062000
Energy Nation,1062000
the Ohio Democratic Party,1059000
Stapleton for Colorado,1059000
Acosta for Assembly 2018,1058000
Committee to Save Our Neighborhoods,1057000
Democratic Socialists of America,1056000
Facebook,1055000
Dino for Congress,1054000
Grow Louisiana Coalition,1053000
Steve Smith for Congress ,1052000
Conservatives Against Media Manipulation,1052000
"the International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America (UAW). Not authorized by any candidate.",1051000
Patty Murray for Senate,1051000
No Kid Hungry,1050000
Twinkle for Alabama,1047000
"Kansans for Selzer, Inc.",1046000
Better Medicare Alliance,1044000
Pennsylvania Leadership Committee. Connected Organization: American Leadership Committee,1043000
"Blueprint Kansas, Inc.",1042000
"America First Action, Inc.",1040000
"Clear the Air Coalition: Working to ensure a diverse range of voices is heard and important questions are answered before critical decisions are made about San Diego’s climate future. Our coalition includes business, environmental, civic and taxpayer leaders, and Sempra Services.",1039000
Dunleavy for Alaska,1037000
Alliance for Justice,1035000
Personal Liberty,1033000
Friends of Andy Manar,1033000
Dettelbach for Ohio,1032000
News For America,1031000
"Committee to Elect Allan Kittleman; Bradley Myers, Treasurer",1031000
National Rural Electric Association,1029000
"Paid for by Mantovani for STL, Tim Fogerty, Treasurer",1028000
"Ganim for Governor. Anthony Paoletto, Treasurer.  Approved by Joe Ganim.",1028000
The Coalition for Medicare Choices,1027000
Sharice for Congress,1027000
Community Voices San Diego,1026000
Javier Perez for Los Angeles Superior Court Judge,1023000
Unite America Congressional Election Fund,1018000
Progressive Caucus PAC,1018000
"Schwab for SOS, Debra Edler, Treasurer",1017000
Civil Justice Association of California,1017000
Jerry Trooien for U.S. Senate ,1016000
MAST FOR CONGRESS,1012000
Jeff Jackson for NC Senate,1011000
Yale Program on Climate Change Communication,1008000
Open Doors USA,1008000
Friends of Josh Green,1008000
the Connecticut Business & Industry Association,1005000
New Mexico Oil & Gas Association,1005000
"Alec Ross for Maryland. T. Hike Hubbard, Treasurer.",1005000
Garcia for Governor. Authorized by Garcia for Governor.,1004000
Earthjustice,1004000
National Committee to Preserve Social Security & Medicare,1000000
Lynne for Colorado,1000000
Elmont Against the Megamall,1000000
Michigan Leadership Committee. Not authorized by any candidate.,997000
