,39513400
"Benepath, Inc.",18200
Tom Malinowski for Congress,18100
THE INDIANA REPUBLICAN STATE COMMITTEE,18100
Oral Health America,18100
Foster Friess for Governor,18100
Diversity Incorporated ,18100
" FLORIDIANS FOR A FAIR DEMOCRACY, INC., 3000 GULF-TO-BAY BLVD., SUITE 503 CLEARWATER, FL 33759",18100
Warrior 12,18000
The Committee to Elect Greg Henning,18000
Media Research Center,18000
"Marsy's Law for South Dakota LLC. 101 N. Main Street #321, Sioux Falls, SD 57104",18000
Galeotos for Governor,18000
Energy Nation,18000
Painter Minnesota,17900
Brian McClendon for Kansas Committee,17900
"Bill Walker for Governor and Byron Mallott for Lieutenant Governor, 601 w 5th Ave, Suite 200, Anchorage AK 99501",17900
the WNBA,17800
State Solutions Incorporated.,17800
Illinois Policy ,17800
"Handel for Congress, Inc.",17800
Dominion Energy,17800
Florida Strong Action PAC independently of any candidate.,17700
Committee to Elect Jared Golden,17700
VoteVets Action Fund,17600
The Leadership Conference Education Fund,17600
Progressive Caucus PAC,17600
"America First Action, Inc.",17600
Matiella for Congress,17500
AFSCME Nevada,17500
SEIU on behalf of SEIU Florida,17400
Knock The Vote,17400
Nine Line Apparel,17300
Friends of John Barrasso,17300
Courage Campaign,17300
the Massachusetts Republican Party,17200
Sharice for Congress,17200
Serve America PAC,17200
Save Animals Facing Extinction,17200
People Over Politics,17200
"Janet Cruz, Democrat, for State Senate, District 18",17200
Indiana Commission for Higher Education,17200
Emerge America,17200
Rustic Edge Marketing,17100
New York State United Teachers,17100
"New Mexicans for Michelle, Deborah Armstrong, Treasurer. ",17100
Military Officers Association of America (MOAA),17100
GEORGIANS FOR BELLE ISLE,17100
Wexton for Congress,17000
No Labels Action. Not authorized by any candidate or candidate's committee.,17000
Mike Kelly for Congress,17000
Community Voices San Diego,17000
Chrissy Houlahan for Congress,17000
Build With Strength,17000
For Our Future (ForOurFuturePAC.org). Not authorized by any candidate or candidate’s agent or committee.,16900
Committee to Ensure Safe Patient Care,16900
"Young for Iowa, Inc.",16800
Patty Murray for Senate,16800
"Maine Women Together, 102 Mitchell Rd, South Portland, ME. NOT PAID FOR OR AUTHORIZED BY ANY CANDIDATE.",16800
"Jay Inslee for Washington (D) PO BOX 21067 Seattle, WA 98111",16800
The Massachusetts Republican Party,16600
The Brookings Institution,16600
State Policy Network,16600
Paid for by DCCC. (202) 863-1500. Not authorized by any candidate or candidate’s committee.”,16600
Andrew Learned for Congress,16600
"Planned Parenthood Votes Northwest and Hawaii and not authorized by any candidate or candidate's committee. Contact us at: 2001 E Madison St Seattle, WA 98122. ",16500
"regulated funds by Moving Michigan Forward Fund II, 106 West Allegan, Suite 200, Lansing, MI 48933. Not authorized by any candidate or candidate’s committee.",16400
The Committee to Defend The President,16400
Florida Planned Parenthood PAC,16400
THE NEW YORK REPUBLICAN STATE COMMITTEE,16300
"Stevenson4CT, Michele Berardo, Treasurer. Approved by Jayme Stevenson",16300
"Ray Chiaramonte, Democrat, Hillsborough County Commission, District 7",16300
City of New York ,16300
AIPAC,16300
Young America's Foundation,16200
Rep. Josh Gottheimer,16200
National Association of Home Builders,16200
James Thompson for Kansas,16200
Antonio Sabato Jr. For Congress,16200
New Jersey for a Better Future,16100
Lena for Congress,16100
Digital Product Showcase,16100
Sand Cloud,16000
Republican Senate Campaign Committee,16000
Business Forward,16000
BP,16000
the Friends of Jess King,15900
Live Action,15800
Kaniela Ing for Congress,15800
David Richardson for Congress,15800
Chicago For Rahm Emanuel ,15800
Treasure Florida PC,15700
Rothfus for Congress,15700
Equality Florida,15700
Craig O'Dear for U.S. Senate,15700
Wounded Warrior Project,15600
Rick Green for Congress,15600
Paid for by Duffy for Wisconsin,15600
New York Working Families Party,15600
Lou Barletta For Senate,15600
the Physicians Committee for Responsible Medicine,15500
Republican Party of Wisconsin as an in-kind to Friends of Scott Walker,15500
"Communications Workers of America COPE Political Contributions Committee and Communications Workers of America Working Voices, 501 Third Street NW, Washington, DC 20001. Not authorized by any candidate or candidate's committee.",15500
"Change Now, and not authorized by any candidate or candidate’s committee",15500
"Yes On 793, Inc. 4 NE 10th St #434 OKC, OK 73104 (405)510-7946",15400
Unite America Congressional Election Fund,15400
Steve Smith for Congress ,15400
"Progress Tomorrow, Inc. Not authorized by any candidate or candidate's committee.",15400
Missouri Organizing and Voter Engagement Collaborative,15400
Leadership MKE. Not authorized by any candidate or candidate’s agent or committee.,15400
"Citizens for Brian Frosh, Jerry Gross, Treasurer.",15400
Rick Neal for Congress,15300
"Oklahomans for Lamb, 2018",15300
Harry for CT,15300
Grow Louisiana Coalition,15300
"Friends of Andrew Friedson, Brian Ashin, Treasurer",15300
Faso for Congress,15300
DaVita Inc,15300
Colin Allred for Congress,15300
American Future Fund.,15300
the Republican State Leadership Committee,15200
Stanton for Congress,15200
Newsy,15200
Nathan Fletcher for Supervisor 2018,15200
"LCV Victory Fund, 740 15th St NW, Washington, DC 20005. Not authorized by any candidate or candidate's committee.",15200
Californians for John,15200
Texans for Dan Patrick,15100
Rob Richardson for Ohio Treasurer,15100
Save the Children Action Network ,15000
SFT2 Tactical Supply,15000
"Representative Ami Bera, M.D.",15000
No A La Propuesta 8,15000
Dino for Congress,15000
Denham for Congress. Approved by Jeff Denham.,15000
Change Now,15000
Chad Benson,15000
BP America,15000
U.S. National Committee for UN Women,14900
Diehl for U.S. Senate,14900
"Thiru for Baltimore, Tunji Williams Treasurer",14800
High Ground Action Fund.,14800
Everytown for Gun Safety Support Fund,14800
Phil Weiser for Colorado.,14700
Adam Schiff for Congress ,14700
Warren for Governor,14600
Susie Lee for Congress,14600
Missouri Rising Action. Not authorized by any candidate or candidate committee.,14600
"Alec Ross for Maryland. T. Hike Hubbard, Treasurer.",14600
" Michigan Chamber PAC III with regulated funds. Not authorized by any candidate committee. 600 S. Walnut, Lansing, MI 48933 ",14600
U.S. Term Limits,14500
"Missourians for Freedom to Work, Greg Hoberock, Treasurer",14500
Rodney for Congress,14400
Paid for by Oregon Forests Forever,14400
Laxalt for Nevada,14400
"Krish for Maryland, Teresa Guzman Treasurer",14400
Jane Velez-Mitchell,14400
California Counties Solar Program,14400
ALLIANCE OF AUTOMOBILE MANUFACTURERS,14400
John Wolfe for U.S. Senate,14300
Bloomberg Philanthropies,14300
American Tort Reform Association,14300
Joe Cunningham for Congress,14200
Hayes For Maine,14200
Elizabeth Pannill Fletcher for Congress,14200
Rainforest Action Network,14100
"Planned Parenthood of Minnesota Political Action Fund, 671 Vandalia St. Saint Paul, MN 55114. It is not coordinated with or approved by any candidate nor is any candidate responsible for it.",14100
National Association of Home Builders. Not authorized by any candidate or candidate's committee.,14100
CARE Action Now. Not authorized by any candidate or candidate’s committee.,14100
"The Chamberlain Project BQC 2018, PO Box 2122, South Portland, ME 04116",14000
"Thad for CT Treasurer. J. Kenneth Nowell, Treasurer. Approved by Thad Gray.",14000
Our Colorado Values Independent Expenditure Committee; Ashley Stevens registered agent. Not authorized by any candidate.,14000
Michigan Immigrant Rights Center,14000
MAST FOR CONGRESS,14000
MARCO RUBIO FOR SENATE,14000
314 Action Fund,14000
the Public Sector Union Alliance,13900
Run for Something PAC,13900
Matt Brown for Governor,13900
Californians for Safe and Affordable Housing,13900
UsAgainstAlzheimer's,13800
Spectrum News,13800
"Ron DeSantis, Republican, for Governor. ",13800
"Public Land, Public Benefit, No on Measure E, a coalition of San Diego taxpayers, community planners, local business, and education, park and environmental advocates, opposed to SoccerCity. Supported by Mission Valley property owners. Committee major funding from H.G. Fenton Company and Sudberry Properties.",13800
Mercy For Animals,13800
Kelda for Governor,13800
Friends of Josh Green,13800
MARIA ELVIRA SALAZAR FOR CONGRESS,13700
Hashimi for Us Committee,13700
Florida Federation for Children,13700
Sony Pictures Classics,13600
Cheddar,13600
"Samuel Bagenstos for Justice, 2370 E. Stadium Blvd., No. 310 Ann Arbor, MI  48104",13500
"Working Assets Funding Service, Inc. on behalf of itself and its affiliate, CREDO Mobile, Inc.",13400
The Western Journal,13400
North Carolina Republican Party,13400
Conor Lamb for Congress,13400
the National Shooting Sports Foundation,13300
Friends of Mark Gordon,13300
Cathy McMorris Rodgers for US Congress,13300
Stand for Children Leadership Center,13200
"Stand for Alaska Vote No on 1, Anchorage, AK 99503. Marleanna Hall, chair, Aaron Schutt, Jaeleen Kookesh, Joey Merrick, and Sarah Lefebvre, co-chairs, approved this message. Top contributors are Donlin Gold Alaska, Anchorage, Alaska, ConocoPhillips Alaska, Anchorage, Alaska, and BP Alaska, Anchorage, Alaska",13200
"Richard Neal for Congress Committee, Treasurer Michael F. Hall",13200
National Committee to Preserve Social Security & Medicare,13200
Captains for Clean Water,13200
RAGA Action Fund,13100
"DCCC. 430 S. Capitol St SE, Washington, DC 20003. Not authorized by any candidate or candidate’s committee.",13100
No Kid Hungry,13000
NCADA,13000
"Ganim for Governor. Anthony Paoletto, Treasurer.  Approved by Joe Ganim.",13000
Association of American Railroads,13000
UnidosUS,12900
AIDS Healthcare Foundation,12900
The Coalition for Medicare Choices,12800
NTK Network,12800
End Citizens United Nonfederal. Not authorized by any candidate or candidate’s agent or committee.,12800
Diversity Incorporated,12800
UltraViolet,12700
Super LTD,12700
"the Minnesota Democratic-Farmer-Labor Party, 255 E. Plato Blvd., St. Paul, MN 55107. Not authorized by any candidate or candidate’s committee.",12600
SAGE,12600
Radinovich for Congress,12600
PAID FOR BY TOM REED FOR CONGRESS,12600
Bryan Caforio for Congress,12600
The Heritage Foundation ,12500
"Schwab for SOS, Debra Edler, Treasurer",12500
Protect Our Workers Earned Retirement,12500
"Pearce for New Mexico, James Francis Treasurer",12500
Farm Credit Council,12500
"Everytown for Gun Safety Victory Fund, and not authorized by any candidate or candidate’s committee.",12500
UnidosUS Action Fund,12400
The American Gun Association ,12400
Kanew For Congress,12400
"John Ward for Congress, Inc.",12400
Friends of Monica Bristow.,12400
Freedom Council USA,12400
Andrea Fischer Newman for U of M Regent,12400
the Office of Rep. Brian Fitzpatrick ,12300
The Colorado Way,12300
RepublicEn,12300
Porter for Congress,12300
"Planned Parenthood Action Fund, 123 William St, NY NY 10038. Not authorized by any candidate or candidate's committee.",12300
Paid for by DCCC. (202) 863-1500. Not authorized by any candidate or candidate’s committee.,12300
New Mexico Immigrant Law Center,12300
"ASMDSS, Inc",12300
The Bill Galvin Campaign Committee,12200
Smart Cities Prevail.,12100
Right Call Media LLC,12100
NAACP Legal Defense Fund,12100
Jerry Trooien for U.S. Senate ,12100
Housley for Senate Committee,12100
 Josh Hawley For Senate,12100
 Great Lakes Education Project,12100
"Mark for Comptroller | J. Kenneth Nowell, Treasurer | Authorized by Mark Greenberg",12000
"The Commonwealth Fund, a nonpartisan organization",11900
RGA Nevada PAC,11900
"Laura Kelly for Kansas, David Toland, Treasurer",11900
LCV Victory Fund,11900
"Zya, Inc. ",11800
Trauner for the People of Wyoming,11800
Jeff Ballinger for Congress,11800
Deb Fischer for U.S. Senate,11800
Change PAC. This message was made independent of any candidate or political party. Top donors are Republican Governors Association. Additional information about Change PAC may be found on the State Elections Enforcement Commission’s Internet website.,11800
Californians for Consumer Privacy. Committee major funding by  Alastair Mactaggart.,11800
Sponsored By The Florida Republican Senatorial Campaign Committee,11700
Orange County Coastkeeper,11700
No New Oklahoma Taxes,11700
Human Rights Campaign PAC,11700
GRACE,11700
Friends of Sam Searcy,11700
Ellman for IL Senate D21,11700
Coffman for Congress 2018,11700
"Romney for Utah, Inc.",11600
Rob Woodall for Congress,11600
"RICK JEFFARES FOR GEORGIA, INC.",11600
Planned Parenthood Votes! South Atlantic,11600
"Paid for by Friends of Josh Newman Opposed to the Recall. Committee major funding from: California Democratic Party, Californians for Better Communities, Opposing the Recall of Senator Josh Newman, sponsored by California Alliance for Jobs and the State Building & Construction Trades Council of California California Teachers Association",11600
