,95777
Californians for Safe and Affordable Housing,175
ACLU of Northern California,175
the Foundation for Independent Voter Education,174
the Committee to Elect Morgan for Michigan,174
The Heritage Foundation ,174
Scott Taylor for US Congress,174
"Progress Tomorrow, Inc. Not authorized by any candidate or candidate's committee.",174
Ocean Helper,174
Association of Equipment Manufacturers,173
Alaskans for Dunleavy,173
TheBlaze,172
Molinaro for New York,172
"Kansas Chamber PAC, Jennifer Baysinger, Treasurer",172
I Love My Freedom ,172
Elect Lori Saldana for Supervisor,172
The Record ,170
Giffords PAC,170
A Hopeful America,170
"With Honor Fund, Inc.",169
"Samuel Bagenstos for Justice, 2370 E. Stadium Blvd., No. 310 Ann Arbor, MI  48104",169
Paid for by NRSC and not authorized by any candidate or candidate’s committee,169
National Wildlife Federation Action Fund,169
Live Action,169
Friends of Jay Edwards,169
Washington State Democratic Party,168
Neal Simon for U.S. Senate,168
Fred Costello for Congress,168
Florida Strong Action PAC independently of any candidate.,168
Family Policy Alliance,168
Diversity Incorporated ,168
Center of the American Experiment,168
The American Gun Association ,167
"TB Reporter does not run political ads on Facebook. We are a news site that writes about politics. If you think this is an ad, it is not. It is a story about politics or a politician. The ads are paid for by Ragranok Group but they are not political ads. This is to comply with Facebook requirements",167
Kialo,167
"Sweet for Governor, Frank O'Hara, Treasurer.",166
Matt Longjohn for Congress,166
International Brotherhood of Teamsters,166
FreedomWorks,166
Charlie Bailey for Georgia,166
Sarah Smith for US Congress 2018,165
Courage Campaign,165
Chris Elliot for State Senate,164
Bown for Council,164
Affordable Housing Now Yes on Props 1 & 2 Coalition,164
the nonprofit Northwest Abortion Access Fund,163
"VOTE NO ON 8, 2633 CENTENNIAL BOULEVARD #200, TALLAHASSEE, FL 32308.",163
"Larry Hogan for Governor, R. Christopher Rosenthal, Treasurer",163
James Talarico Campaign,163
George Franklin for Congress,163
AFSCME and AFSCME Council 5 PEOPLE Fund ,163
Nevadans for Affordable Clean Energy Choices,162
"Morrisey for Senate, Inc.",162
"Kansans for Selzer, Inc.",162
Dissent Pins,162
Ammar Campa-Najjar for Congress.,162
Washington Speakers Bureau,161
Topplr,161
The Daily Wire,161
Retail Politics LLC,161
"the Minnesota Democratic-Farmer-Labor Party, 255 E. Plato Blvd., St. Paul, MN 55107. Not authorized by any candidate or candidate’s committee.",160
Likewise Media,160
American Jewish World Service,160
"Right Direction Wisconsin PAC, Michael Adams, Treasurer. Not authorized by any candidate or candidate’s agent or committee.",159
Right Call Media LLC,159
"PennEast Pipeline Company, LLC",159
Federation for American Immigration Reform,159
Becket Law,159
Partnership for Oregon Communities,158
"Alec Ross for Maryland. T. Hike Hubbard, Treasurer.",158
Tom Leonard for Michigan,157
The People's Trumpet LLC,157
The Committee to Keep Judge Kiehne,157
The Committee to Defend The President,157
"NBCUniversal Media, LLC",157
Eminent Series Group,157
Cindy Axne for Congress,157
Andrew Learned for Congress,157
"Young for Iowa, Inc.",156
Service Employees International Union,156
Green Matters,156
Reason To Believe PAC,155
Proud American Hunter,155
O'Donnell for Congress,155
Geoff Duncan for Georgia,155
Freedom Action Network of South Carolina,155
Forward Majority Action 527 Texas PAC.,155
Citizens Supporting Jeff Fine,155
Arlett for Senate,155
Trade for America,154
NowThis,154
Illinois Policy ,154
Edwards for New Hampshire,154
Care Net,154
FRIENDS OF SCOTT WALKER,153
"New England, New Energy",152
Mariah Phillips for Congress,152
Learn Our History,152
Jeff Jackson for NC Senate,152
Jared Henderson for Governor,152
Janet Garrett for Congress,152
Diehl for U.S. Senate,152
Dan Manick for St. Louis County Commissioner ,152
the Michigan Democratic State Central Committee. Not authorized by any candidate or committee.,151
The #News,151
UNICEF USA,150
"The Committee to STOP I-186 to Protect Miners and Jobs., P.O. Box 1585, Helena, Montana 59624. Bruce Vincent, Treasurer",150
Ted Budd for Congress,150
Missouri Organizing and Voter Engagement Collaborative,150
Maura Sullivan for Congress,150
Jessica Morse for Congress,150
Convention of States Action,150
Committee to Elect Jared Golden,150
AFGE,150
The Hospital & Healthsystem Association of Pennsylvania,149
SMP. (202) 871-9255. Not authorized by any candidate or candidate's committee.,149
Minnesotans for Line 3,149
Addicted to Golf,149
We Are Pennsylvania,148
The Kevin Lopez Campaign,148
Military Tees,148
Emily Martz for Congress,148
Urban Drainage and Flood Control District,147
Topic,147
Smart Cities Prevail.,147
Progress News Network,147
"No on Prop 10 – A Flawed Initiative That Will Make The Housing Crisis Worse, a coalition of housing advocates, renters, large and small businesses, taxpayer groups, and veterans. ID# 1406422",147
Kansas Values Institute,147
Friends of Dan Feehan,147
Ashtabula County Republican Party,147
People for Prosecutor Mark Lindquist,146
Irfan For Dupage,146
Fryer for Arizona. Authorized by Kelly Fryer.,146
Willie Gray for AL House 102,145
USPS,145
The Innocence Project,145
Speak Up America,145
PA House Republican Campaign Committee,145
North Carolina Democratic Party.,145
Newsy,145
Judd Matheny for Congress,145
Elect Carolyn Long,145
Earthjustice,145
Tennesseans for Student Success. Not authorized by any candidate or candidate’s committee.,144
Patriot Style,144
Painter Minnesota,144
Paid for by Dave Jones for Attorney General 2018,144
"Jose Pepe Diaz for Miami-Dade County Commissioner, District 12",144
Growth Energy.,144
Friends of Stewart Greenleaf,144
Dave Yost for Ohio,144
Coalition for Future Mobility,144
Cisneros for Congress,144
Texas Oil and Gas Association,143
Steve Smith for Congress ,143
Julie Johnson for Texas,143
Farm Credit Council,143
the Massachusetts Republican Party,142
Yes on Proposition 68 ,142
The Better World Campaign ,142
Kenneth Mejia for Congress,142
Karen Goh,142
"Friends of Thomas Morgan, 1432 Wickham, Lansing, MI 48906",142
"Dominic For Senate, Michele Berardo, Treasurer. Approved by Dominic Rapini ",142
The Wilderness Society Action Fund,141
The Committee to Elect Terrence Murphy ,141
Supporters of Molly Kelly for Governor,141
National Media Distribution Services,141
Matt Reel for Congress,141
Kevin Daley for State Senate,141
Western Values Project Action ,140
Texas Association of Health Plans,140
Federal Voting Assistance Program,140
Faith in Minnesota,140
Environmental League of Massachusetts Action Fund,140
Tim Greimel for Congress,139
SC Club for Growth,139
North Cook News,139
Jason Tolliver For Auditor,139
Denice Gary-Pandol,139
Cooper for North Carolina,139
Villaraigosa for Governor 2018,138
Tiffany Willis,138
SpeakEasy Political,138
Mendelson for Chairman 2018,138
the United States Holocaust Memorial Museum ,137
The Colorado Way,137
LeadJig,137
the Texas Democratic Party,136
"WOMEN VOTE!, 855-667-5900. Not authorized by any candidate or candidate's committee.",136
"Strengthen Our Seawall for Earthquakes and Disasters, Yes on Prop. A. FPPC ID #1402245.",136
My Faith Votes,136
Media Research Center,136
Lauren Baer for Congress,136
Jumaane D. Williams,136
"Forward Majority Action 527 FL PAC, PO Box 15293, Washington, DC 20003, independently of any candidate. This advertisement was not approved by any candidate.",136
DeWine Husted for Ohio,136
Salazar for State Senate,135
"Paid for by Friends of Zahra S. Karinshak, Inc.",135
Paid for by Carton Council,135
Mic,135
"Important, Not Important LLC",135
"Friends of Michelle Deatrick, PO Box 130584 Ann Arbor MI 48113",135
Ed Lazere for DC Chair.,135
Arkansans for Jobs and Justice ,135
Americans for Farmers and Families,135
OurStates,134
National Loan Programs,134
Kayla Koether for Iowa,134
Joe McBride for State Supreme Court Judge,134
Jay for Mississippi,134
"Friends of Jonathan Porter; Brenden Carlson, Treasurer",134
Citizens for Kash Jackson,134
Citizens Clean Elections Commission,134
Airbnb,134
Aftab for Ohio,134
the Beverly Powell Campaign,133
The Committee To Elect Larry Piegza,133
Protect Our Winters Action Fund,133
Jess Phoenix for Congress,133
Iowa Federation of Labor,133
Al Lawson for Congress,133
official funds authorized by the House of Representatives,132
Theresa Gasper for Congress,132
"Friends of Vicki Almond, Oren Saltzman, Treasurer",132
"Friends of Ben Jealous, Jason Small, Treasurer",132
Crenshaw for Congress,132
Wyoming Wildlife Federation,131
The United Democratic Club,131
The Feeney Committee,131
Phil Weiser for Colorado.,131
PETA,131
Keep Farming in Oceanside,131
Friends of John Brooks,131
Friends of Christopher Suarez,131
Alliance for Safety and Justice,131
The Libertee Company,130
Kate Brophy McGee AZ - Senate,130
Friends of Chris Smith,130
Comstock for Congress,130
Committee to Elect Mark A. Murphy for Mayor 2018 ID#1368342,130
Charlie Kirk,130
UPROXX,129
The Texas Monitor,129
"Teri Johnston for Mayor - Key West, FL",129
Noble Energy,129
No Cuts to Care,129
JASON SMITH FOR CONGRESS,129
Heritage Action for America and not authorized by any candidate or candidate’s committee,129
Dan Bongino,129
Craig O'Dear for U.S. Senate,129
Citizens for JD Wooten,129
The Auto Alliance,128
Stand for Salmon,128
Samuel Lee Williams Jr for congress,128
SEIU Colorado Small Donor Committee,128
Ryan Hampton,128
Paul Davis for Kansas,128
Maria for PA,128
Jay Sidie for Congress,128
"Integrity NJ, PO Box 34, Manalapan, NJ 07726 Not authorized by any candidate or candidate’s committee.",128
Friends of the Earth,128
Councilman AJ Beephan,128
"Chris King, Democrat, for Governor",128
Hurd for Congress,127
Galeotos for Governor,127
Friends of Tom Whatley for State Senate,127
Arlington Young Democrats,127
Anthem Foundation,127
Wyoming Hunters and Anglers Alliance 501 (c) (4),126
World Animal Protection,126
Right Call Media,126
Oakland County Board of Commissioners,126
Nevadans for a Clean Energy Future,126
"Kennett Area Democrats, Dale LaBar, Treasurer",126
Committee to Protect MO Families,126
Chet Long,126
"Catron for Missouri, Rick Catron, Treasurer",126
Betsy Rader for Congress,126
Weninger for AZ.,125
State Innovation Exchange,125
Sean For Larimer County,125
Phone2Action,125
Ohio Safe & Healthy Communities Campaign,125
Friends of Stan Sniff 2018,125
"Friends of Jen Jordan, Inc. ",125
Friends of Casey Weinstein,125
Utahns for Responsive Government,124
The Markey Committee,124
Sara Jacobs for Congress,124
"Pursuit, a non-partisan, non-profit organization",124
NTK Network,124
"DAVID STEMERMAN FOR GOVERNOR, INC. HENRY SCHAFFER, TREASURER. APPROVED BY DAVID STEMERMAN.",124
Council for Responsible Nutrition,124
"American Federation of State, County, and Municipal Employees, Council 962",124
Rock Steady Ecommerce,123
Restore the Mississippi River Delta,123
Foundation for Economic Education,123
2A4LIFE LLC,123
Vickie Paladino for NYC,122
"The Simpler Campaign, LLC",122
North Carolina Republican Party,122
"Nate Kilton, Plant City Commissioner",122
Luke Thomas,122
Harry for CT,122
Florida Daily,122
AFL-CIO,122
The committee to elect “Alton Wright for Supervisor 2018” FPPC# 1402609 ,121
Georgia Conservation Voters,121
Friends of William Tanoos,121
"Friends of Wesley Bell, Stephanie Hughes, Treasurer",121
Emerge America,121
Dunleavy for Alaska,121
Colin Schmitt for State Assembly,121
the Committee to Elect Josh Zakim,120
Working America,120
Raybould for US Senate,120
McLeod-Skinner for Oregon,120
Friends of Josh Green,120
Donald J. Trump - online store for Trump/Pence merchandise and campaign collectibles.,120
Congressman Lou Correa,120
AFSCME Local 3299,120
Progress NC Action IE PAC,119
DAVID ROUZER FOR CONGRESS,119
Clare Collard,119
Wind Energy Foundation,118
We Stand For Energy,118
Soi Dog Foundation,118
Sevigny for Congress,118
Pigeon Media USA,118
Orange County Coastkeeper,118
Friends of Shelly Hutchinson,118
Friends of Andy Manar,118
Feinstein For Senate 2018,118
DCCC. (202) 863-1500 . Not authorized by any candidate or candidate’s committee.,118
Conservative Institute,118
Citizens for Dan Cronin,118
Charlie Michelson for City Council 2018,118
California Charter Schools Association ,118
CFG Action Montana,118
"the International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America (UAW).  Not authorized by any candidate.",117
Stapleton for Colorado,117
Solar Rebates,117
Klobuchar for Minnesota,117
Fitzhugh for Tennessee,117
the Virginia Transportation Construction Alliance,116
Menendez for Senate,116
Gary Siegwarth,116
Democratic Socialists of America,116
Democratic Climate Action – a project of the Democratic Governors Association.,116
Candidate,116
"the Keep Kids Safe Committee, Christopher V. Goff, Treasurer, 6931 Meadowlands Ave. NW North Canton, OH 44772",115
Spokane Talks Media,115
"Planned Parenthood Votes Northwest and Hawaii and not authorized by any candidate or candidate's committee. Contact us at: 2001 E Madison St Seattle, WA 98122. ",115
